,Comp,Height,Points,Salary
2648,9.0,78.0,39.0,0.0
2649,10.0,76.0,19.0,0.0
2650,7.0,74.0,37.0,0.0
2651,9.0,73.0,57.0,0.0
2652,7.0,76.0,40.0,0.0
2653,7.0,76.0,47.0,0.0
2654,10.0,75.0,39.0,0.0
2655,8.0,79.0,46.0,0.0
2656,9.0,76.0,28.0,0.0
2657,8.0,76.0,64.0,0.0
2658,8.0,77.0,14.0,0.0
2659,9.0,77.0,56.0,422871.0
2660,9.0,77.0,44.0,0.0
2661,9.0,76.0,18.0,0.0
2662,10.0,76.0,44.0,0.0
2663,8.0,76.0,40.0,0.0
2664,7.0,78.0,42.0,0.0
2665,7.0,77.0,43.0,0.0
2666,9.0,78.0,34.0,0.0
2667,7.0,79.0,33.0,0.0
2668,9.0,77.0,29.0,0.0
2669,8.0,77.0,55.0,0.0
2670,8.0,75.0,54.0,0.0
2671,8.0,74.0,38.0,0.0
2672,8.0,77.0,51.0,0.0
2673,7.0,76.0,28.0,0.0
2674,9.0,75.0,40.0,0.0
2675,7.0,76.0,46.0,0.0
2676,9.0,72.0,36.0,0.0
2677,7.0,80.0,59.0,0.0
2678,9.0,77.0,41.0,0.0
2679,7.0,75.0,38.0,0.0
2680,8.0,73.0,59.0,0.0
2681,10.0,73.0,34.0,0.0
2682,8.0,78.0,47.0,0.0
2683,10.0,74.0,54.0,0.0
2684,9.0,77.0,37.0,0.0
2685,10.0,73.0,43.0,0.0
2686,7.0,77.0,35.0,0.0
2687,8.0,79.0,10.0,0.0
2688,7.0,79.0,54.0,0.0
2689,8.0,76.0,51.0,0.0
2690,8.0,76.0,47.0,0.0
2691,9.0,74.0,57.0,0.0
2692,8.0,75.0,31.0,0.0
2693,7.0,77.0,43.0,0.0
2694,8.0,72.0,59.0,0.0
2695,10.0,74.0,37.0,0.0
2696,9.0,75.0,21.0,0.0
2697,8.0,79.0,43.0,0.0
2698,8.0,75.0,36.0,0.0
2699,7.0,78.0,40.0,0.0
2700,8.0,75.0,39.0,0.0
2701,9.0,78.0,43.0,0.0
2702,9.0,76.0,39.0,0.0
2703,8.0,76.0,51.0,0.0
2704,9.0,72.0,46.0,0.0
2705,8.0,73.0,25.0,0.0
2706,8.0,77.0,48.0,0.0
2707,8.0,77.0,32.0,0.0
2708,7.0,74.0,48.0,0.0
2709,9.0,77.0,31.0,0.0
2710,8.0,75.0,37.0,0.0
2711,8.0,77.0,39.0,0.0
2712,8.0,74.0,41.0,0.0
2713,8.0,72.0,21.0,0.0
2714,8.0,71.0,40.0,0.0
2715,8.0,75.0,31.0,0.0
2716,8.0,78.0,31.0,0.0
2717,9.0,77.0,46.0,0.0
2718,8.0,76.0,47.0,0.0
2719,10.0,76.0,30.0,0.0
2720,8.0,78.0,44.0,0.0
2721,9.0,74.0,45.0,0.0
2722,9.0,72.0,37.0,0.0
2723,9.0,78.0,43.0,0.0
2724,8.0,79.0,35.0,0.0
2725,8.0,78.0,35.0,0.0
2726,7.0,74.0,42.0,0.0
2727,9.0,81.0,46.0,457340.0
2728,8.0,78.0,36.0,0.0
2729,8.0,77.0,40.0,0.0
2730,9.0,77.0,31.0,0.0
2731,9.0,78.0,29.0,0.0
2732,9.0,78.0,43.0,311394.0
2733,9.0,74.0,46.0,0.0
2734,10.0,76.0,43.0,0.0
2735,9.0,75.0,46.0,0.0
2736,7.0,78.0,37.0,0.0
2737,8.0,78.0,47.0,0.0
2738,8.0,77.0,31.0,0.0
2739,7.0,76.0,42.0,0.0
2740,8.0,79.0,60.0,0.0
2741,8.0,73.0,32.0,0.0
2742,7.0,77.0,35.0,0.0
2743,8.0,77.0,47.0,0.0
2744,7.0,75.0,35.0,0.0
2745,8.0,73.0,25.0,0.0
2746,8.0,76.0,35.0,0.0
2747,7.0,80.0,74.0,248975.0
2748,7.0,79.0,40.0,0.0
2749,9.0,76.0,46.0,0.0
2750,8.0,76.0,10.0,0.0
2751,8.0,76.0,53.0,0.0
2752,9.0,75.0,41.0,0.0
2753,10.0,76.0,16.0,0.0
2754,9.0,78.0,27.0,0.0
2755,9.0,74.0,31.0,0.0
2756,9.0,77.0,44.0,0.0
2757,7.0,75.0,40.0,0.0
2758,7.0,77.0,49.0,0.0
2759,9.0,78.0,27.0,0.0
2760,9.0,74.0,36.0,0.0
2761,7.0,75.0,43.0,0.0
2762,8.0,73.0,41.0,0.0
2763,8.0,77.0,59.0,0.0
2764,9.0,76.0,30.0,0.0
2765,10.0,74.0,28.0,0.0
2766,7.0,72.0,16.0,0.0
2767,7.0,77.0,60.0,0.0
2768,10.0,74.0,38.0,0.0
2769,9.0,76.0,18.0,0.0
2770,10.0,78.0,24.0,0.0
2771,10.0,74.0,27.0,0.0
2772,10.0,76.0,24.0,0.0
2773,9.0,78.0,48.0,0.0
2774,10.0,77.0,21.0,0.0
2775,8.0,75.0,53.0,0.0
2776,9.0,76.0,47.0,0.0
2777,9.0,79.0,42.0,0.0
2778,8.0,75.0,38.0,0.0
2779,7.0,76.0,34.0,0.0
2780,8.0,75.0,44.0,0.0
2781,8.0,79.0,59.0,0.0
2782,8.0,70.0,31.0,0.0
2783,10.0,75.0,53.0,660985.0
2784,8.0,77.0,40.0,0.0
2785,9.0,74.0,44.0,0.0
2786,10.0,72.0,44.0,0.0
2787,7.0,76.0,26.0,0.0
2788,9.0,74.0,31.0,0.0
2789,9.0,79.0,42.0,0.0
2790,10.0,74.0,32.0,0.0
2791,9.0,74.0,53.0,0.0
2792,8.0,72.0,21.0,0.0
2793,9.0,75.0,35.0,0.0
2794,7.0,76.0,44.0,0.0
2795,8.0,76.0,29.0,0.0
2796,7.0,76.0,36.0,0.0
2797,9.0,78.0,42.0,0.0
2798,9.0,79.0,35.0,0.0
2799,8.0,76.0,36.0,0.0
2800,9.0,74.0,37.0,0.0
2801,7.0,78.0,29.0,0.0
2802,8.0,77.0,31.0,0.0
2803,8.0,74.0,39.0,0.0
2804,9.0,74.0,33.0,0.0
2805,9.0,76.0,45.0,404329.0
2806,9.0,74.0,43.0,0.0
2807,8.0,80.0,30.0,0.0
2808,9.0,77.0,41.0,0.0
2809,8.0,75.0,21.0,0.0
2810,8.0,76.0,20.0,0.0
2811,9.0,77.0,40.0,0.0
2812,8.0,74.0,39.0,0.0
2813,8.0,76.0,18.0,0.0
2814,9.0,80.0,37.0,0.0
2815,8.0,77.0,41.0,0.0
2816,8.0,76.0,41.0,0.0
2817,10.0,77.0,36.0,0.0
2818,9.0,76.0,36.0,0.0
2819,9.0,76.0,45.0,0.0
2820,9.0,79.0,40.0,0.0
2821,10.0,76.0,42.0,0.0
2822,8.0,76.0,50.0,0.0
2823,9.0,77.0,53.0,0.0
2824,8.0,76.0,42.0,0.0
2825,10.0,79.0,41.0,0.0
2826,9.0,71.0,27.0,0.0
2827,9.0,75.0,52.0,0.0
2828,9.0,75.0,46.0,0.0
2829,8.0,76.0,29.0,0.0
2830,8.0,75.0,44.0,0.0
2831,7.0,73.0,33.0,0.0
2832,7.0,76.0,28.0,0.0
2833,8.0,75.0,34.0,0.0
2834,9.0,79.0,41.0,0.0
2835,9.0,72.0,37.0,0.0
2836,8.0,77.0,45.0,0.0
2837,7.0,76.0,43.0,0.0
2838,9.0,74.0,57.0,0.0
2839,9.0,75.0,43.0,0.0
2840,8.0,77.0,36.0,0.0
2841,9.0,75.0,38.0,0.0
2842,8.0,76.0,37.0,0.0
2843,7.0,76.0,39.0,0.0
2844,9.0,74.0,36.0,0.0
2845,9.0,78.0,40.0,0.0
2846,7.0,75.0,43.0,0.0
2847,7.0,78.0,38.0,0.0
2848,7.0,77.0,34.0,0.0
2849,9.0,77.0,32.0,0.0
2850,8.0,77.0,22.0,0.0
2851,9.0,80.0,38.0,0.0
2852,7.0,77.0,8.0,0.0
2853,10.0,77.0,51.0,0.0
2854,9.0,76.0,57.0,0.0
2855,10.0,75.0,40.0,0.0
2856,8.0,78.0,34.0,0.0
2857,8.0,74.0,44.0,0.0
2858,9.0,75.0,50.0,0.0
2859,8.0,77.0,43.0,0.0
2860,9.0,77.0,37.0,0.0
2861,7.0,78.0,24.0,0.0
2862,9.0,76.0,24.0,0.0
2863,8.0,77.0,36.0,0.0
2864,9.0,75.0,53.0,0.0
2865,8.0,78.0,25.0,0.0
2866,8.0,75.0,63.0,0.0
2867,7.0,79.0,36.0,0.0
2868,9.0,78.0,55.0,0.0
2869,7.0,76.0,28.0,0.0
2870,9.0,73.0,36.0,0.0
2871,8.0,77.0,19.0,0.0
2872,10.0,77.0,52.0,824922.0
2873,9.0,78.0,23.0,0.0
2874,8.0,76.0,38.0,0.0
2875,8.0,77.0,38.0,0.0
2876,8.0,75.0,48.0,0.0
2877,10.0,77.0,44.0,0.0
2878,7.0,77.0,67.0,0.0
2879,8.0,76.0,38.0,0.0
2880,8.0,76.0,34.0,0.0
2881,9.0,76.0,21.0,0.0
2882,9.0,74.0,41.0,0.0
2883,10.0,76.0,35.0,0.0
2884,7.0,75.0,37.0,0.0
2885,10.0,76.0,44.0,881717.0
2886,8.0,76.0,32.0,0.0
2887,7.0,74.0,35.0,0.0
2888,8.0,74.0,37.0,0.0
2889,9.0,75.0,21.0,0.0
2890,7.0,76.0,48.0,0.0
2891,8.0,77.0,42.0,0.0
2892,9.0,75.0,51.0,0.0
2893,8.0,75.0,36.0,0.0
2894,7.0,77.0,42.0,0.0
2895,8.0,76.0,58.0,0.0
2896,8.0,73.0,28.0,0.0
2897,9.0,79.0,30.0,0.0
2898,8.0,76.0,37.0,0.0
2899,9.0,74.0,59.0,422123.0
2900,9.0,78.0,37.0,0.0
2901,8.0,77.0,42.0,0.0
2902,8.0,80.0,50.0,0.0
2903,8.0,77.0,29.0,0.0
2904,8.0,79.0,52.0,0.0
2905,10.0,76.0,42.0,663498.0
2906,8.0,77.0,36.0,0.0
2907,8.0,73.0,51.0,0.0
2908,9.0,74.0,47.0,0.0
2909,7.0,74.0,16.0,0.0
2910,8.0,72.0,47.0,0.0
2911,8.0,76.0,33.0,0.0
2912,8.0,74.0,37.0,0.0
2913,8.0,79.0,57.0,0.0
2914,10.0,76.0,35.0,0.0
2915,9.0,77.0,39.0,0.0
2916,7.0,77.0,50.0,0.0
2917,7.0,78.0,31.0,0.0
2918,9.0,72.0,45.0,0.0
2919,7.0,76.0,2.0,0.0
2920,8.0,74.0,52.0,0.0
2921,7.0,78.0,49.0,0.0
2922,10.0,76.0,25.0,0.0
2923,8.0,77.0,39.0,0.0
2924,8.0,74.0,46.0,0.0
2925,8.0,75.0,44.0,0.0
2926,7.0,76.0,43.0,0.0
2927,9.0,74.0,46.0,0.0
2928,9.0,75.0,58.0,0.0
2929,9.0,72.0,26.0,0.0
2930,10.0,78.0,45.0,664182.0
2931,8.0,75.0,42.0,0.0
2932,8.0,74.0,42.0,0.0
2933,8.0,74.0,55.0,0.0
2934,10.0,74.0,15.0,0.0
2935,10.0,75.0,32.0,0.0
2936,7.0,72.0,41.0,0.0
2937,9.0,74.0,28.0,0.0
2938,9.0,74.0,38.0,0.0
2939,8.0,76.0,58.0,0.0
2940,10.0,79.0,39.0,0.0
2941,8.0,75.0,37.0,0.0
2942,9.0,80.0,48.0,652631.0
2943,10.0,70.0,37.0,0.0
2944,7.0,73.0,43.0,0.0
2945,7.0,76.0,40.0,0.0
2946,9.0,75.0,40.0,0.0
2947,9.0,76.0,25.0,0.0
2948,9.0,73.0,35.0,0.0
2949,10.0,75.0,35.0,0.0
2950,7.0,79.0,25.0,0.0
2951,9.0,78.0,48.0,579335.0
2952,8.0,78.0,21.0,0.0
2953,9.0,77.0,38.0,0.0
2954,9.0,75.0,37.0,0.0
2955,8.0,74.0,40.0,0.0
2956,7.0,77.0,41.0,0.0
2957,7.0,74.0,28.0,0.0
2958,9.0,78.0,31.0,0.0
2959,10.0,78.0,31.0,0.0
2960,7.0,73.0,50.0,0.0
2961,10.0,76.0,42.0,0.0
2962,8.0,75.0,24.0,0.0
2963,8.0,78.0,34.0,0.0
2964,9.0,75.0,48.0,0.0
2965,8.0,79.0,30.0,0.0
2966,9.0,78.0,30.0,0.0
2967,8.0,74.0,56.0,0.0
2968,8.0,76.0,38.0,0.0
2969,7.0,76.0,29.0,0.0
2970,9.0,75.0,48.0,0.0
2971,7.0,77.0,30.0,0.0
2972,10.0,79.0,31.0,0.0
2973,8.0,76.0,26.0,0.0
2974,9.0,73.0,43.0,0.0
2975,10.0,76.0,42.0,0.0
2976,9.0,76.0,57.0,0.0
2977,8.0,75.0,44.0,0.0
2978,10.0,78.0,27.0,0.0
2979,8.0,75.0,45.0,0.0
2980,9.0,79.0,31.0,0.0
2981,10.0,80.0,40.0,0.0
2982,10.0,74.0,31.0,0.0
2983,10.0,75.0,42.0,0.0
2984,7.0,78.0,39.0,0.0
2985,10.0,77.0,27.0,0.0
2986,10.0,77.0,45.0,0.0
2987,8.0,73.0,39.0,0.0
2988,10.0,79.0,49.0,722744.0
2989,8.0,79.0,49.0,0.0
2990,8.0,75.0,54.0,0.0
2991,9.0,76.0,51.0,0.0
2992,8.0,78.0,36.0,0.0
2993,9.0,76.0,39.0,0.0
2994,8.0,76.0,38.0,0.0
2995,8.0,75.0,15.0,0.0
2996,8.0,77.0,43.0,0.0
2997,7.0,75.0,38.0,0.0
2998,9.0,79.0,52.0,0.0
2999,10.0,79.0,53.0,780005.0
3000,9.0,76.0,35.0,0.0
3001,10.0,78.0,39.0,0.0
3002,7.0,72.0,38.0,0.0
3003,7.0,75.0,50.0,0.0
3004,7.0,74.0,29.0,0.0
3005,8.0,76.0,42.0,0.0
3006,10.0,72.0,31.0,0.0
3007,8.0,76.0,57.0,0.0
3008,8.0,76.0,38.0,0.0
3009,8.0,72.0,45.0,0.0
3010,8.0,72.0,52.0,0.0
3011,10.0,73.0,38.0,0.0
3012,8.0,75.0,37.0,0.0
3013,7.0,73.0,30.0,0.0
3014,9.0,75.0,44.0,339159.0
3015,10.0,72.0,7.0,0.0
3016,7.0,73.0,24.0,0.0
3017,9.0,74.0,53.0,0.0
3018,8.0,78.0,49.0,0.0
3019,8.0,78.0,32.0,0.0
3020,9.0,79.0,27.0,0.0
3021,10.0,77.0,31.0,0.0
3022,9.0,77.0,31.0,0.0
3023,8.0,76.0,22.0,0.0
3024,9.0,81.0,40.0,0.0
3025,8.0,74.0,54.0,0.0
3026,9.0,78.0,28.0,0.0
3027,8.0,77.0,30.0,0.0
3028,9.0,79.0,37.0,0.0
3029,10.0,77.0,63.0,925422.0
3030,10.0,79.0,22.0,0.0
3031,10.0,73.0,49.0,0.0
3032,10.0,78.0,41.0,0.0
3033,9.0,75.0,42.0,0.0
3034,7.0,76.0,43.0,0.0
3035,8.0,77.0,34.0,0.0
3036,9.0,78.0,45.0,0.0
3037,10.0,74.0,61.0,610867.0
3038,10.0,75.0,35.0,0.0
3039,9.0,79.0,47.0,0.0
3040,9.0,79.0,52.0,0.0
3041,10.0,74.0,21.0,0.0
3042,10.0,76.0,57.0,753323.0
3043,7.0,75.0,33.0,0.0
3044,9.0,76.0,54.0,391689.0
3045,8.0,77.0,32.0,0.0
3046,9.0,78.0,58.0,444949.0
3047,10.0,74.0,28.0,0.0
3048,9.0,78.0,49.0,0.0
3049,8.0,76.0,56.0,0.0
3050,9.0,76.0,35.0,0.0
3051,8.0,78.0,26.0,0.0
3052,8.0,80.0,39.0,0.0
3053,8.0,77.0,37.0,0.0
3054,7.0,78.0,37.0,0.0
3055,9.0,78.0,45.0,0.0
3056,8.0,75.0,26.0,0.0
3057,7.0,75.0,42.0,0.0
3058,9.0,77.0,48.0,0.0
3059,7.0,75.0,21.0,0.0
3060,7.0,75.0,48.0,0.0
3061,9.0,74.0,26.0,0.0
3062,9.0,77.0,54.0,0.0
3063,7.0,77.0,46.0,0.0
3064,9.0,78.0,20.0,0.0
3065,9.0,75.0,38.0,0.0
3066,7.0,76.0,51.0,0.0
3067,10.0,76.0,57.0,713416.0
3068,7.0,74.0,51.0,0.0
3069,9.0,74.0,35.0,0.0
3070,10.0,76.0,48.0,0.0
3071,8.0,72.0,43.0,0.0
3072,9.0,77.0,69.0,487117.0
3073,7.0,76.0,45.0,0.0
3074,9.0,77.0,31.0,0.0
3075,10.0,79.0,43.0,0.0
3076,10.0,79.0,6.0,0.0
3077,8.0,76.0,38.0,0.0
3078,9.0,74.0,37.0,0.0
3079,8.0,76.0,47.0,0.0
3080,10.0,73.0,29.0,0.0
3081,7.0,75.0,21.0,0.0
3082,9.0,75.0,48.0,0.0
3083,8.0,80.0,42.0,0.0
3084,9.0,75.0,23.0,0.0
3085,9.0,76.0,39.0,0.0
3086,8.0,76.0,42.0,0.0
3087,8.0,73.0,36.0,0.0
3088,8.0,77.0,65.0,0.0
3089,9.0,78.0,37.0,0.0
3090,9.0,74.0,54.0,0.0
3091,10.0,77.0,35.0,0.0
3092,9.0,75.0,51.0,0.0
3093,8.0,73.0,55.0,0.0
3094,10.0,76.0,42.0,0.0
3095,8.0,75.0,47.0,0.0
3096,9.0,78.0,25.0,0.0
3097,7.0,79.0,19.0,0.0
3098,10.0,77.0,40.0,0.0
3099,9.0,74.0,33.0,0.0
3100,9.0,74.0,56.0,335355.0
3101,9.0,73.0,43.0,0.0
3102,8.0,77.0,49.0,0.0
3103,8.0,77.0,30.0,0.0
3104,9.0,75.0,39.0,0.0
3105,7.0,75.0,54.0,0.0
3106,9.0,79.0,45.0,0.0
3107,9.0,77.0,24.0,0.0
3108,9.0,77.0,37.0,0.0
3109,8.0,80.0,23.0,0.0
3110,9.0,79.0,31.0,0.0
3111,9.0,75.0,35.0,0.0
3112,7.0,77.0,39.0,0.0
3113,9.0,77.0,40.0,0.0
3114,9.0,75.0,31.0,0.0
3115,9.0,73.0,38.0,0.0
3116,9.0,76.0,32.0,0.0
3117,10.0,74.0,45.0,0.0
3118,7.0,78.0,53.0,0.0
3119,9.0,74.0,33.0,0.0
3120,7.0,73.0,29.0,0.0
3121,8.0,75.0,29.0,0.0
3122,8.0,77.0,53.0,0.0
3123,10.0,76.0,42.0,0.0
3124,9.0,73.0,35.0,0.0
3125,9.0,76.0,37.0,0.0
3126,9.0,76.0,63.0,0.0
3127,8.0,80.0,43.0,0.0
3128,9.0,77.0,39.0,0.0
3129,9.0,78.0,39.0,0.0
3130,8.0,75.0,44.0,0.0
3131,9.0,75.0,33.0,0.0
3132,9.0,76.0,29.0,0.0
3133,7.0,76.0,29.0,0.0
3134,7.0,76.0,55.0,0.0
3135,10.0,76.0,50.0,662340.0
3136,9.0,75.0,35.0,0.0
3137,7.0,76.0,59.0,0.0
3138,7.0,78.0,50.0,0.0
3139,7.0,75.0,40.0,0.0
3140,7.0,75.0,56.0,0.0
3141,9.0,79.0,11.0,0.0
3142,8.0,72.0,33.0,0.0
3143,10.0,75.0,48.0,0.0
3144,8.0,77.0,45.0,0.0
3145,8.0,77.0,41.0,0.0
3146,8.0,76.0,54.0,0.0
3147,9.0,72.0,22.0,0.0
3148,8.0,75.0,26.0,0.0
3149,7.0,76.0,43.0,0.0
3150,8.0,76.0,37.0,0.0
3151,10.0,73.0,30.0,0.0
3152,8.0,73.0,52.0,0.0
3153,9.0,79.0,39.0,0.0
3154,8.0,78.0,29.0,0.0
3155,10.0,70.0,50.0,0.0
3156,9.0,75.0,32.0,0.0
3157,9.0,77.0,23.0,0.0
3158,7.0,75.0,32.0,0.0
3159,7.0,75.0,46.0,0.0
3160,7.0,73.0,46.0,0.0
3161,10.0,78.0,50.0,0.0
3162,7.0,75.0,50.0,0.0
3163,8.0,74.0,24.0,0.0
3164,9.0,74.0,41.0,0.0
3165,10.0,77.0,40.0,0.0
3166,10.0,80.0,41.0,0.0
3167,7.0,79.0,38.0,0.0
3168,8.0,75.0,47.0,0.0
3169,7.0,75.0,55.0,0.0
3170,9.0,75.0,35.0,0.0
3171,10.0,74.0,38.0,0.0
3172,8.0,81.0,33.0,0.0
3173,8.0,80.0,39.0,0.0
3174,8.0,74.0,35.0,0.0
3175,8.0,77.0,35.0,0.0
3176,9.0,75.0,44.0,0.0
3177,9.0,78.0,32.0,0.0
3178,7.0,77.0,29.0,0.0
3179,9.0,77.0,51.0,0.0
3180,10.0,70.0,32.0,0.0
3181,7.0,74.0,35.0,0.0
3182,8.0,76.0,48.0,0.0
3183,8.0,79.0,38.0,0.0
3184,9.0,80.0,48.0,713788.0
3185,9.0,78.0,56.0,346347.0
3186,7.0,75.0,35.0,0.0
3187,7.0,74.0,50.0,0.0
3188,9.0,76.0,48.0,0.0
3189,10.0,80.0,50.0,0.0
3190,8.0,73.0,33.0,0.0
3191,10.0,76.0,29.0,0.0
3192,9.0,74.0,49.0,0.0
3193,7.0,79.0,26.0,0.0
3194,7.0,75.0,37.0,0.0
3195,10.0,78.0,34.0,0.0
3196,7.0,75.0,50.0,0.0
3197,10.0,81.0,34.0,0.0
3198,9.0,74.0,31.0,0.0
3199,9.0,74.0,45.0,0.0
3200,9.0,75.0,34.0,0.0
3201,10.0,73.0,36.0,0.0
3202,9.0,75.0,36.0,0.0
3203,9.0,77.0,49.0,0.0
3204,9.0,75.0,39.0,0.0
3205,9.0,74.0,46.0,0.0
3206,9.0,72.0,45.0,0.0
3207,9.0,77.0,43.0,0.0
3208,10.0,78.0,31.0,0.0
3209,10.0,71.0,30.0,0.0
3210,9.0,75.0,29.0,0.0
3211,8.0,78.0,32.0,0.0
3212,9.0,75.0,35.0,0.0
3213,9.0,79.0,29.0,0.0
3214,10.0,79.0,29.0,0.0
3215,9.0,75.0,51.0,0.0
3216,7.0,81.0,33.0,0.0
3217,7.0,76.0,38.0,0.0
3218,8.0,77.0,53.0,0.0
3219,10.0,76.0,37.0,0.0
3220,8.0,74.0,38.0,0.0
3221,7.0,78.0,39.0,0.0
3222,9.0,76.0,37.0,0.0
3223,8.0,75.0,48.0,0.0
3224,8.0,78.0,50.0,0.0
3225,7.0,76.0,47.0,0.0
3226,10.0,75.0,39.0,0.0
3227,9.0,75.0,25.0,0.0
3228,8.0,75.0,56.0,293999.0
3229,9.0,77.0,30.0,0.0
3230,7.0,75.0,35.0,0.0
3231,7.0,72.0,34.0,0.0
3232,10.0,76.0,45.0,0.0
3233,7.0,77.0,42.0,0.0
3234,9.0,80.0,56.0,696690.0
3235,8.0,75.0,35.0,0.0
3236,8.0,77.0,37.0,0.0
3237,10.0,78.0,42.0,569292.0
3238,7.0,73.0,51.0,0.0
3239,8.0,74.0,54.0,0.0
3240,10.0,78.0,35.0,0.0
3241,10.0,79.0,53.0,750256.0
3242,8.0,74.0,28.0,0.0
3243,8.0,72.0,44.0,0.0
3244,8.0,74.0,26.0,0.0
3245,8.0,80.0,44.0,0.0
3246,9.0,76.0,25.0,0.0
3247,8.0,75.0,44.0,0.0
3248,8.0,76.0,37.0,0.0
3249,9.0,76.0,63.0,421444.0
3250,10.0,79.0,38.0,0.0
3251,9.0,79.0,45.0,0.0
3252,9.0,75.0,44.0,0.0
3253,10.0,79.0,45.0,0.0
3254,9.0,79.0,36.0,0.0
3255,7.0,74.0,46.0,0.0
3256,8.0,78.0,34.0,0.0
3257,8.0,77.0,47.0,0.0
3258,9.0,75.0,41.0,0.0
3259,7.0,75.0,34.0,0.0
3260,8.0,76.0,42.0,0.0
3261,8.0,74.0,43.0,0.0
3262,8.0,75.0,46.0,0.0
3263,8.0,76.0,39.0,0.0
3264,9.0,76.0,33.0,0.0
3265,7.0,75.0,43.0,0.0
3266,8.0,80.0,49.0,0.0
3267,8.0,78.0,14.0,0.0
3268,10.0,74.0,35.0,0.0
3269,10.0,76.0,56.0,0.0
3270,9.0,77.0,34.0,0.0
3271,9.0,78.0,32.0,0.0
3272,7.0,76.0,48.0,0.0
3273,9.0,74.0,47.0,0.0
3274,7.0,76.0,61.0,0.0
3275,9.0,77.0,49.0,0.0
3276,10.0,75.0,22.0,0.0
3277,9.0,76.0,39.0,0.0
3278,10.0,78.0,45.0,0.0
3279,9.0,78.0,41.0,0.0
3280,8.0,77.0,53.0,0.0
3281,10.0,77.0,21.0,0.0
3282,8.0,74.0,46.0,0.0
3283,9.0,80.0,41.0,0.0
3284,7.0,72.0,33.0,0.0
3285,8.0,78.0,36.0,0.0
3286,7.0,79.0,35.0,0.0
3287,8.0,78.0,41.0,0.0
3288,9.0,79.0,36.0,0.0
3289,10.0,77.0,43.0,0.0
3290,7.0,76.0,46.0,0.0
3291,7.0,79.0,41.0,0.0
3292,9.0,74.0,43.0,0.0
3293,9.0,74.0,34.0,0.0
3294,8.0,78.0,55.0,0.0
3295,8.0,75.0,45.0,0.0
3296,10.0,76.0,39.0,0.0
3297,8.0,76.0,40.0,0.0
3298,8.0,76.0,44.0,0.0
3299,8.0,78.0,45.0,0.0
3300,8.0,75.0,60.0,0.0
3301,8.0,78.0,43.0,0.0
3302,8.0,77.0,28.0,0.0
3303,8.0,78.0,50.0,0.0
3304,7.0,73.0,42.0,0.0
3305,8.0,77.0,43.0,0.0
3306,9.0,74.0,38.0,0.0
3307,9.0,77.0,47.0,0.0
3308,10.0,78.0,40.0,0.0
3309,9.0,75.0,26.0,0.0
3310,9.0,77.0,53.0,0.0
3311,8.0,82.0,14.0,0.0
3312,8.0,75.0,39.0,0.0
3313,9.0,77.0,58.0,0.0
3314,9.0,74.0,28.0,0.0
3315,7.0,73.0,31.0,0.0
3316,7.0,76.0,31.0,0.0
3317,8.0,78.0,43.0,0.0
3318,7.0,76.0,41.0,0.0
3319,10.0,76.0,41.0,0.0
3320,7.0,72.0,32.0,0.0
3321,7.0,81.0,52.0,0.0
3322,8.0,75.0,33.0,0.0
3323,7.0,72.0,47.0,0.0
3324,7.0,76.0,37.0,0.0
3325,9.0,76.0,38.0,0.0
3326,8.0,76.0,37.0,0.0
3327,8.0,79.0,54.0,0.0
3328,8.0,78.0,40.0,0.0
3329,9.0,76.0,42.0,0.0
3330,7.0,77.0,24.0,0.0
3331,7.0,73.0,36.0,0.0
3332,9.0,72.0,18.0,0.0
3333,10.0,77.0,36.0,0.0
3334,9.0,75.0,35.0,0.0
3335,8.0,74.0,33.0,0.0
3336,10.0,78.0,57.0,863032.0
3337,7.0,76.0,34.0,0.0
3338,10.0,76.0,48.0,833228.0
3339,9.0,75.0,36.0,0.0
3340,7.0,73.0,34.0,0.0
3341,9.0,77.0,21.0,0.0
3342,8.0,76.0,52.0,0.0
3343,9.0,77.0,35.0,0.0
3344,10.0,77.0,47.0,0.0
3345,9.0,75.0,30.0,0.0
3346,8.0,79.0,50.0,0.0
3347,8.0,77.0,29.0,0.0
3348,10.0,78.0,37.0,0.0
3349,10.0,74.0,38.0,0.0
3350,7.0,76.0,31.0,0.0
3351,8.0,78.0,16.0,0.0
3352,8.0,75.0,50.0,0.0
3353,7.0,77.0,45.0,0.0
3354,8.0,78.0,39.0,0.0
3355,9.0,75.0,34.0,0.0
3356,9.0,76.0,46.0,0.0
3357,9.0,79.0,41.0,0.0
3358,7.0,74.0,33.0,0.0
3359,10.0,72.0,54.0,0.0
3360,10.0,76.0,55.0,545680.0
3361,7.0,78.0,43.0,0.0
3362,9.0,77.0,44.0,0.0
3363,8.0,76.0,45.0,0.0
3364,7.0,81.0,29.0,0.0
3365,9.0,76.0,43.0,0.0
3366,9.0,78.0,21.0,0.0
3367,8.0,74.0,71.0,0.0
3368,8.0,76.0,54.0,0.0
3369,10.0,75.0,42.0,0.0
3370,10.0,76.0,31.0,0.0
3371,10.0,75.0,28.0,0.0
3372,8.0,77.0,27.0,0.0
3373,9.0,75.0,29.0,0.0
3374,9.0,77.0,42.0,0.0
3375,9.0,77.0,38.0,0.0
3376,9.0,76.0,34.0,0.0
3377,10.0,77.0,36.0,0.0
3378,9.0,76.0,39.0,0.0
3379,8.0,75.0,27.0,0.0
3380,8.0,75.0,22.0,0.0
3381,8.0,79.0,33.0,0.0
